,close
2018-10-23,222.73
2018-10-22,220.65
2018-10-19,219.31
2018-10-18,216.02
2018-10-17,221.19
2018-10-16,222.15
2018-10-15,217.36
2018-10-12,222.11
2018-10-11,214.45
2018-10-10,216.36
2018-10-09,226.87
2018-10-08,223.77
2018-10-05,224.29
2018-10-04,227.99
2018-10-03,232.07
2018-10-02,229.28
2018-10-01,227.26
2018-09-28,225.74
2018-09-27,224.95
2018-09-26,220.42
2018-09-25,222.19
2018-09-24,220.79
2018-09-21,217.66
2018-09-20,220.03
2018-09-19,218.37
2018-09-18,218.24
2018-09-17,217.88
2018-09-14,223.84
2018-09-13,226.41
2018-09-12,221.07
2018-09-11,223.85
2018-09-10,218.33
2018-09-07,221.3
2018-09-06,223.1
2018-09-05,226.87
2018-09-04,228.36
2018-08-31,227.63
2018-08-30,225.03
2018-08-29,222.98
2018-08-28,219.7
2018-08-27,217.94
2018-08-24,216.16
2018-08-23,215.49
2018-08-22,215.05
2018-08-21,215.04
2018-08-20,215.46
2018-08-17,217.58
2018-08-16,213.32
2018-08-15,210.24
2018-08-14,209.75
2018-08-13,208.87
2018-08-10,207.53
2018-08-09,208.88
2018-08-08,207.25
2018-08-07,207.11
2018-08-06,209.07
2018-08-03,207.99
2018-08-02,207.39
2018-08-01,201.5
2018-07-31,190.29
2018-07-30,189.91
2018-07-27,190.98
2018-07-26,194.21
2018-07-25,194.82
2018-07-24,193.0
2018-07-23,191.61
2018-07-20,191.44
2018-07-19,191.88
2018-07-18,190.4
2018-07-17,191.45
2018-07-16,190.91
2018-07-13,191.33
2018-07-12,191.03
2018-07-11,187.88
2018-07-10,190.35
2018-07-09,190.58
2018-07-06,187.97
2018-07-05,185.4
2018-07-03,183.92
2018-07-02,187.18
2018-06-29,185.11
2018-06-28,185.5
2018-06-27,184.16
2018-06-26,184.43
2018-06-25,182.17
2018-06-22,184.92
2018-06-21,185.46
2018-06-20,186.5
2018-06-19,185.69
2018-06-18,188.74
2018-06-15,188.84
2018-06-14,190.8
2018-06-13,190.7
2018-06-12,192.28
2018-06-11,191.23
2018-06-08,191.7
2018-06-07,193.46
2018-06-06,193.98
2018-06-05,193.31
2018-06-04,191.83
2018-06-01,190.24
2018-05-31,186.87
2018-05-30,187.5
2018-05-29,187.9
2018-05-25,188.58
2018-05-24,188.15
2018-05-23,188.36
2018-05-22,187.16
2018-05-21,187.63
2018-05-18,186.31
2018-05-17,186.99
2018-05-16,188.18
2018-05-15,186.44
2018-05-14,188.15
2018-05-11,188.59
2018-05-10,190.04
2018-05-09,187.36
2018-05-08,186.05
2018-05-07,185.16
2018-05-04,183.83
2018-05-03,176.89
2018-05-02,176.57
2018-05-01,169.1
2018-04-30,165.26
2018-04-27,162.32
2018-04-26,164.22
2018-04-25,163.65
2018-04-24,162.94
2018-04-23,165.24
2018-04-20,165.72
2018-04-19,172.8
2018-04-18,177.84
2018-04-17,178.24
2018-04-16,175.82
2018-04-13,174.73
2018-04-12,174.14
2018-04-11,172.44
2018-04-10,173.25
2018-04-09,170.05
2018-04-06,168.38
2018-04-05,172.8
2018-04-04,171.61
2018-04-03,168.39
2018-04-02,166.68
2018-03-29,167.78
2018-03-28,166.48
2018-03-27,168.34
2018-03-26,172.77
2018-03-23,164.94
2018-03-22,168.85
2018-03-21,171.27
2018-03-20,175.24
2018-03-19,175.3
2018-03-16,178.02
2018-03-15,178.65
2018-03-14,178.44
2018-03-13,179.97
2018-03-12,181.72
2018-03-09,179.98
2018-03-08,176.94
2018-03-07,175.03
2018-03-06,176.67
2018-03-05,176.82
2018-03-02,176.21
2018-03-01,175.0
2018-02-28,178.12
2018-02-27,178.39
2018-02-26,178.97
2018-02-23,175.5
2018-02-22,172.5
2018-02-21,171.07
2018-02-20,171.85
2018-02-16,172.43
2018-02-15,172.99
2018-02-14,167.37
2018-02-13,164.34
2018-02-12,162.71
2018-02-09,156.41
2018-02-08,155.15
2018-02-07,159.54
2018-02-06,163.03
2018-02-05,156.49
2018-02-02,160.5
2018-02-01,167.78
2018-01-31,167.43
2018-01-30,166.97
2018-01-29,167.96
2018-01-26,171.51
2018-01-25,171.11
2018-01-24,174.22
2018-01-23,177.04
2018-01-22,177.0
2018-01-19,178.46
2018-01-18,179.26
2018-01-17,179.1
2018-01-16,176.19
2018-01-12,177.09
2018-01-11,175.28
2018-01-10,174.29
2018-01-09,174.33
2018-01-08,174.35
2018-01-05,175.0
2018-01-04,173.03
2018-01-03,172.23
2018-01-02,172.26
2017-12-29,169.23
2017-12-28,171.08
2017-12-27,170.6
2017-12-26,170.57
2017-12-22,175.01
2017-12-21,175.01
2017-12-20,174.35
2017-12-19,174.54
2017-12-18,176.42
2017-12-15,173.97
2017-12-14,172.22
2017-12-13,172.27
2017-12-12,171.7
2017-12-11,172.67
2017-12-08,169.37
2017-12-07,169.32
2017-12-06,169.01
2017-12-05,169.64
2017-12-04,169.8
2017-12-01,171.05
2017-11-30,171.85
2017-11-29,169.48
2017-11-28,173.07
2017-11-27,174.09
2017-11-24,174.97
2017-11-22,174.96
2017-11-21,173.14
2017-11-20,169.98
2017-11-17,170.15
2017-11-16,171.1
2017-11-15,169.08
2017-11-14,171.34
2017-11-13,173.97
2017-11-10,174.67
2017-11-09,175.88
2017-11-08,176.24
2017-11-07,174.81
2017-11-06,174.25
2017-11-03,172.5
2017-11-02,168.11
2017-11-01,166.89
2017-10-31,169.04
2017-10-30,166.72
2017-10-27,163.05
2017-10-26,157.41
2017-10-25,156.41
2017-10-24,157.1
2017-10-23,156.17
2017-10-20,156.25
2017-10-19,155.98
2017-10-18,159.76
2017-10-17,160.47
2017-10-16,159.88
2017-10-13,156.99
2017-10-12,156.0
2017-10-11,156.55
2017-10-10,155.9
2017-10-09,155.84
2017-10-06,155.3
2017-10-05,155.39
2017-10-04,153.48
2017-10-03,154.48
2017-10-02,153.81
2017-09-29,154.12
2017-09-28,153.28
2017-09-27,154.23
2017-09-26,153.14
2017-09-25,150.55
2017-09-22,151.89
2017-09-21,153.39
2017-09-20,156.07
2017-09-19,158.73
2017-09-18,158.67
2017-09-15,159.88
2017-09-14,158.28
2017-09-13,159.65
2017-09-12,160.86
2017-09-11,161.5
2017-09-08,158.63
2017-09-07,161.26
2017-09-06,161.91
2017-09-05,162.08
2017-09-01,164.05
2017-08-31,164.0
2017-08-30,163.35
2017-08-29,162.91
2017-08-28,161.47
2017-08-25,159.86
2017-08-24,159.27
2017-08-23,159.98
2017-08-22,159.78
2017-08-21,157.21
2017-08-18,157.5
2017-08-17,157.86
2017-08-16,160.95
2017-08-15,161.6
2017-08-14,159.85
2017-08-11,157.48
2017-08-10,155.32
2017-08-09,161.06
2017-08-08,160.08
2017-08-07,158.81
2017-08-04,156.39
2017-08-03,155.57
2017-08-02,157.14
2017-08-01,150.05
2017-07-31,148.73
2017-07-28,149.5
2017-07-27,150.56
2017-07-26,153.46
2017-07-25,152.74
2017-07-24,152.09
2017-07-21,150.27
2017-07-20,150.34
2017-07-19,151.02
2017-07-18,150.08
2017-07-17,149.56
2017-07-14,149.04
2017-07-13,147.77
2017-07-12,145.74
2017-07-11,145.53
2017-07-10,145.06
2017-07-07,144.18
2017-07-06,142.73
2017-07-05,144.09
2017-07-03,143.5
2017-06-30,144.02
2017-06-29,143.68
2017-06-28,145.83
2017-06-27,143.73
2017-06-26,145.82
2017-06-23,146.28
2017-06-22,145.63
2017-06-21,145.87
2017-06-20,145.01
2017-06-19,146.34
2017-06-16,142.27
2017-06-15,144.29
2017-06-14,145.16
2017-06-13,146.59
2017-06-12,145.42
2017-06-09,148.98
2017-06-08,154.99
2017-06-07,155.37
2017-06-06,154.45
2017-06-05,153.93
2017-06-02,155.45
2017-06-01,153.18
2017-05-31,152.76
2017-05-30,153.67
2017-05-26,153.61
2017-05-25,153.87
2017-05-24,153.34
2017-05-23,153.8
2017-05-22,153.99
2017-05-19,153.06
2017-05-18,152.54
2017-05-17,150.25
2017-05-16,155.47
2017-05-15,155.7
2017-05-12,156.1
2017-05-11,153.95
2017-05-10,153.26
2017-05-09,153.99
2017-05-08,153.01
2017-05-05,148.96
2017-05-04,146.53
2017-05-03,147.06
2017-05-02,147.51
2017-05-01,146.58
2017-04-28,143.65
2017-04-27,143.79
2017-04-26,143.68
2017-04-25,144.53
2017-04-24,143.64
2017-04-21,142.27
2017-04-20,142.44
2017-04-19,140.68
2017-04-18,141.2
2017-04-17,141.83
2017-04-13,141.05
2017-04-12,141.8
2017-04-11,141.63
2017-04-10,143.17
2017-04-07,143.34
2017-04-06,143.66
2017-04-05,144.02
2017-04-04,144.77
2017-04-03,143.7
2017-03-31,143.66
2017-03-30,143.93
2017-03-29,144.12
2017-03-28,143.8
2017-03-27,140.88
2017-03-24,140.64
2017-03-23,140.92
2017-03-22,141.42
2017-03-21,139.84
2017-03-20,141.46
2017-03-17,139.99
2017-03-16,140.69
2017-03-15,140.46
2017-03-14,138.99
2017-03-13,139.2
2017-03-10,139.14
2017-03-09,138.68
2017-03-08,139.0
2017-03-07,139.52
2017-03-06,139.34
2017-03-03,139.78
2017-03-02,138.96
2017-03-01,139.79
2017-02-28,136.99
2017-02-27,136.93
2017-02-24,136.66
2017-02-23,136.53
2017-02-22,137.11
2017-02-21,136.7
2017-02-17,135.72
2017-02-16,135.345
2017-02-15,135.51
2017-02-14,135.02
2017-02-13,133.29
2017-02-10,132.12
2017-02-09,132.42
2017-02-08,132.04
2017-02-07,131.53
2017-02-06,130.29
2017-02-03,129.08
2017-02-02,128.53
2017-02-01,128.75
2017-01-31,121.35
2017-01-30,121.63
2017-01-27,121.95
2017-01-26,121.94
2017-01-25,121.88
2017-01-24,119.97
2017-01-23,120.08
2017-01-20,120.0
2017-01-19,119.78
2017-01-18,119.99
2017-01-17,120.0
2017-01-13,119.04
2017-01-12,119.25
2017-01-11,119.75
2017-01-10,119.11
2017-01-09,118.99
2017-01-06,117.91
2017-01-05,116.61
2017-01-04,116.02
2017-01-03,116.15
2016-12-30,115.82
2016-12-29,116.73
2016-12-28,116.76
2016-12-27,117.26
2016-12-23,116.52
2016-12-22,116.29
2016-12-21,117.06
2016-12-20,116.95
2016-12-19,116.64
2016-12-16,115.97
2016-12-15,115.82
2016-12-14,115.19
2016-12-13,115.19
2016-12-12,113.3
2016-12-09,113.95
2016-12-08,112.12
2016-12-07,111.03
2016-12-06,109.95
2016-12-05,109.11
2016-12-02,109.9
2016-12-01,109.49
2016-11-30,110.52
2016-11-29,111.46
2016-11-28,111.57
2016-11-25,111.79
2016-11-23,111.23
2016-11-22,111.8
2016-11-21,111.73
2016-11-18,110.06
2016-11-17,109.95
2016-11-16,109.99
2016-11-15,107.11
2016-11-14,105.71
2016-11-11,108.43
2016-11-10,107.79
2016-11-09,110.88
2016-11-08,111.06
2016-11-07,110.41
2016-11-04,108.84
2016-11-03,109.83
2016-11-02,111.59
2016-11-01,111.49
2016-10-31,113.54
2016-10-28,113.72
2016-10-27,114.48
2016-10-26,115.59
2016-10-25,118.25
2016-10-24,117.65
2016-10-21,116.6
2016-10-20,117.06
2016-10-19,117.12
2016-10-18,117.47
2016-10-17,117.55
2016-10-14,117.63
2016-10-13,116.98
2016-10-12,117.34
2016-10-11,116.3
2016-10-10,116.05
2016-10-07,114.06
2016-10-06,113.89
2016-10-05,113.05
2016-10-04,113.0
2016-10-03,112.52
2016-09-30,113.05
2016-09-29,112.18
2016-09-28,113.95
2016-09-27,113.09
2016-09-26,112.88
2016-09-23,112.71
2016-09-22,114.62
2016-09-21,113.55
2016-09-20,113.57
2016-09-19,113.58
2016-09-16,114.92
2016-09-15,115.57
2016-09-14,111.77
2016-09-13,107.95
2016-09-12,105.44
2016-09-09,103.13
2016-09-08,105.52
2016-09-07,108.36
2016-09-06,107.7
2016-09-02,107.73
2016-09-01,106.73
2016-08-31,106.1
2016-08-30,106.0
2016-08-29,106.82
2016-08-26,106.94
2016-08-25,107.57
2016-08-24,108.03
2016-08-23,108.85
2016-08-22,108.51
2016-08-19,109.36
2016-08-18,109.08
2016-08-17,109.22
2016-08-16,109.38
2016-08-15,109.48
2016-08-12,108.18
2016-08-11,107.93
2016-08-10,108.0
2016-08-09,108.81
2016-08-08,108.37
2016-08-05,107.48
2016-08-04,105.87
2016-08-03,105.79
2016-08-02,104.48
2016-08-01,106.05
2016-07-29,104.21
2016-07-28,104.34
2016-07-27,102.95
2016-07-26,96.67
2016-07-25,97.34
2016-07-22,98.66
2016-07-21,99.43
2016-07-20,99.96
2016-07-19,99.87
2016-07-18,99.83
2016-07-15,98.78
2016-07-14,98.79
2016-07-13,96.87
2016-07-12,97.42
2016-07-11,96.98
2016-07-08,96.68
2016-07-07,95.94
2016-07-06,95.53
2016-07-05,94.99
2016-07-01,95.89
2016-06-30,95.6
2016-06-29,94.4
2016-06-28,93.59
2016-06-27,92.04
2016-06-24,93.4
2016-06-23,96.1
2016-06-22,95.55
2016-06-21,95.91
2016-06-20,95.1
2016-06-17,95.33
2016-06-16,97.55
2016-06-15,97.14
2016-06-14,97.46
2016-06-13,97.34
2016-06-10,98.83
2016-06-09,99.65
2016-06-08,98.94
2016-06-07,99.03
2016-06-06,98.63
2016-06-03,97.92
2016-06-02,97.72
2016-06-01,98.46
2016-05-31,99.86
2016-05-27,100.35
